Sample,Decade,State,DAPC Population,ACE1,AVR-Pia,AVR-Pii,AVR-Pita1,AVR-Pizt,AVR-Pi9,AVR-Pib,AVR-Piks,pyrm_37,pyrm_43,pyrm_47,pyrm_63,pyrm_77,pyrm_233,pyrm_409,pyrm_427,pyrm_607,pyrm_657
94M10,1990s,MS,2,1,0,0,1,1,1,1,1,199,-,188,149,181,261,199,214,284,167
94M1_1,1990s,MS,1,1,0,0,1,1,1,1,1,199,-,164,147,195,267,174,200,290,167
94T1_3,1990s,TX,1,1,0,0,1,1,1,1,1,199,-,164,147,197,267,174,200,290,167
94T2_2,1990s,TX,2,1,0,0,1,1,1,1,1,199,-,181,149,181,261,195,212,284,167
94T3_3,1990s,TX,2,0,0,0,1,1,1,1,1,199,-,184,149,181,261,199,212,298,167
94T5_2,1990s,TX,3,1,0,0,1,1,1,1,1,196,-,180,-,179,258,-,212,-,167
94T66,1990s,TX,1,1,0,0,1,1,1,1,0,199,-,164,147,209,267,177,200,290,167
94T72_1,1990s,TX,2,1,0,0,1,1,1,1,1,199,-,184,149,181,261,195,212,284,167
94T74_2,1990s,TX,2,1,0,0,1,1,1,1,1,199,210,184,149,181,261,195,212,284,167
94T75_4,1990s,TX,3,1,0,0,1,1,1,1,0,196,214,176,147,175,269,168,216,282,167
95A1,1990s,AR,3,1,0,0,1,1,1,1,1,196,214,174,147,175,269,168,214,282,167
95A7,1990s,AR,1,1,0,0,1,1,1,1,0,199,-,164,147,197,267,174,200,290,167
95A8,1990s,AR,1,1,0,0,1,1,1,1,0,199,-,164,147,197,267,174,200,290,167
95F10,1990s,TX,3,1,0,0,1,1,1,1,0,196,214,174,147,175,269,168,216,282,167
95F12,1990s,TX,3,1,0,0,1,1,1,1,0,196,214,174,147,175,269,168,216,282,167
95F2,1990s,TX,4,0,0,0,0,0,1,1,0,196,214,174,147,175,269,168,216,282,-
96A12,1990s,AR,3,1,0,0,1,1,1,1,0,196,208,174,147,175,269,168,216,282,167
96A13,1990s,AR,1,1,0,0,0,1,1,1,0,199,-,164,147,197,-,174,-,310,167
96A18,1990s,AR,3,1,0,0,1,1,1,1,0,196,208,174,147,175,-,168,216,-,167
96A19,1990s,AR,3,1,0,0,1,1,1,1,1,196,208,174,147,175,269,168,216,282,167
96A26,1990s,AR,1,1,0,0,0,1,1,1,0,199,-,164,147,197,-,174,200,310,167
96A33,1990s,AR,1,1,0,0,0,1,1,1,0,199,-,164,147,197,267,174,200,290,167
96A35,1990s,AR,3,1,0,0,1,1,1,1,0,196,208,174,147,175,269,168,216,282,167
96A37,1990s,AR,1,1,0,0,1,1,1,1,0,199,-,164,147,197,267,174,200,290,167
96A42,1990s,AR,1,1,0,0,1,1,1,1,0,199,-,164,147,197,267,174,200,290,167
96A8,1990s,AR,1,1,0,0,0,1,1,1,0,199,-,164,147,197,267,174,200,290,167
B1,2000s,AR,1,1,0,0,0,1,1,0,0,199,-,164,147,197,267,174,200,290,167
B3,2000s,AR,1,1,0,0,0,1,1,1,0,199,-,165,147,197,-,174,200,290,167
CF2,2000s,AR,1,1,0,0,0,1,1,1,0,199,-,164,147,197,267,174,200,290,167
R23,2000s,AR,1,1,0,0,0,1,1,1,0,199,-,164,147,197,267,174,200,290,167
R30,2000s,AR,1,1,0,0,0,1,1,1,0,199,-,164,-,197,267,174,200,290,167
SSID_10,2010s,AR,5,1,0,0,1,1,1,1,1,199,208,176,147,175,269,168,216,282,167
SSID_11,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_116,2010s,LA,3,1,0,0,1,1,1,1,0,196,210,176,147,175,269,168,216,282,167
SSID_118,2010s,AR,3,1,0,0,1,1,1,1,0,196,216,174,147,175,269,168,216,278,167
SSID_119,2010s,AR,3,1,0,0,1,1,1,1,0,196,214,174,147,175,269,170,216,282,167
SSID_12,2010s,AR,5,1,0,0,0,0,0,1,1,196,208,169,147,177,267,168,216,290,169
SSID_120,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_121,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_122,2010s,AR,3,1,0,0,1,1,1,1,0,196,216,174,147,174,269,168,216,282,167
SSID_123,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_124,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_125,2010s,TX,3,1,0,0,1,1,1,1,0,196,216,176,147,174,269,168,216,282,167
SSID_126,2010s,AR,5,1,0,0,1,1,1,1,0,196,208,174,147,177,-,168,216,290,169
SSID_127,2010s,AR,5,1,0,0,1,1,1,1,1,196,214,174,147,174,269,-,216,282,167
SSID_128,2010s,TX,5,0,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_129,2010s,TX,3,1,0,0,1,1,1,1,0,196,218,174,147,175,269,168,216,282,167
SSID_13,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_130,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_131,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_132,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_133,2010s,LA,3,1,0,0,1,1,1,0,0,196,220,174,147,174,269,168,216,282,167
SSID_134,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,174,147,174,269,168,-,282,167
SSID_135,2010s,AR,3,1,0,0,1,1,1,1,0,196,214,174,147,174,269,168,218,282,167
SSID_15,2010s,LA,3,1,0,0,1,1,1,1,1,196,218,174,147,174,269,168,216,282,167
SSID_16,2010s,LA,3,1,0,0,1,1,1,1,0,196,214,176,147,174,269,168,216,284,167
SSID_17,2010s,LA,3,1,0,0,1,1,1,1,0,196,214,178,147,174,-,168,216,282,167
SSID_18,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,180,147,174,269,168,216,282,167
SSID_19,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,176,147,174,269,168,216,282,167
SSID_20,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,180,147,174,269,168,216,282,167
SSID_21,2010s,LA,3,1,0,0,1,1,1,1,0,196,214,178,147,174,269,168,216,282,167
SSID_22,2010s,LA,3,1,0,0,1,1,1,1,0,196,218,176,147,174,269,168,216,282,167
SSID_23,2010s,AR,3,1,0,0,1,1,1,1,0,196,208,174,147,175,269,168,216,282,167
SSID_24,2010s,AR,3,1,0,0,1,1,1,1,0,196,214,174,147,174,269,168,214,282,167
SSID_25,2010s,AR,3,1,0,0,1,1,1,1,0,196,210,176,147,175,269,168,216,282,167
SSID_26,2010s,AR,3,1,0,0,1,1,1,1,1,196,208,174,147,175,269,168,216,282,167
SSID_27,2010s,TX,3,1,0,0,1,1,1,1,0,196,218,174,147,175,269,168,216,282,167
SSID_29,2010s,TX,3,1,0,0,1,1,1,1,0,196,218,174,147,175,269,168,216,282,167
SSID_30,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_31,2010s,TX,3,1,0,0,1,1,1,1,0,196,218,174,147,175,269,168,216,282,167
SSID_32,2010s,TX,3,1,0,0,1,1,1,1,0,196,218,174,147,175,269,168,216,282,167
SSID_33,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_34,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_35,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_36,2010s,LA,4,1,0,0,1,1,1,1,0,196,-,176,147,174,269,168,216,282,167
SSID_37,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_38,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,174,147,177,267,168,216,290,169
SSID_39,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_40,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,176,147,177,267,168,216,290,169
SSID_41,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,174,147,174,269,168,216,282,167
SSID_42,2010s,LA,3,1,0,0,1,1,1,1,0,196,214,178,147,174,269,168,216,282,167
SSID_43,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_45,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_46,2010s,LA,3,1,0,0,1,1,1,1,0,196,212,178,147,174,269,168,216,282,167
SSID_47,2010s,LA,5,1,0,0,1,1,1,1,1,196,208,169,147,177,264,168,216,290,169
SSID_48,2010s,AR,5,1,0,0,1,1,1,1,1,199,208,176,147,175,269,168,216,282,167
SSID_49,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_50,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_51,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_52,2010s,LA,3,1,0,0,1,1,1,1,0,196,214,176,147,174,269,168,216,282,167
SSID_53,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,174,147,174,269,168,216,282,167
SSID_54,2010s,TX,3,1,0,0,1,1,1,1,0,196,216,176,147,174,269,168,216,282,167
SSID_55,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_56,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,171,147,177,267,168,216,290,169
SSID_57,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_58,2010s,LA,3,1,0,0,1,1,1,1,0,196,218,176,147,174,269,168,218,282,167
SSID_59,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,176,147,177,267,168,216,290,169
SSID_60,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_61,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_62,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_63,2010s,TX,3,1,0,0,1,1,1,1,0,196,218,174,147,175,269,168,216,282,167
SSID_65,2010s,LA,3,1,0,0,1,1,1,1,0,196,216,178,147,174,269,168,216,282,167
SSID_66,2010s,LA,3,1,0,0,1,1,1,1,0,196,212,176,147,174,269,168,218,282,167
SSID_67,2010s,LA,3,1,0,0,1,1,1,1,0,196,212,176,147,174,269,168,218,282,167
SSID_68,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,174,147,177,267,168,216,290,169
SSID_69,2010s,AR,5,1,0,0,1,1,1,1,1,196,208,176,147,177,267,168,216,290,169
SSID_71,2010s,AR,3,1,0,0,1,1,1,1,1,196,216,174,147,174,269,168,216,282,167
SSID_72,2010s,AR,3,1,0,0,1,1,1,1,0,196,216,174,147,174,269,168,216,282,167
SSID_73,2010s,TX,3,1,0,0,1,1,1,1,0,196,216,176,147,-,269,168,216,282,167
SSID_74,2010s,LA,3,1,0,0,1,1,1,1,1,196,216,178,147,174,269,168,216,282,167
SSID_76,2010s,TX,3,1,0,0,1,1,1,1,1,196,218,174,147,175,269,168,216,282,167
SSID_77,2010s,TX,3,1,0,0,1,1,1,1,1,196,218,174,147,175,269,168,216,282,167
SSID_89,2010s,AR,3,1,0,0,1,1,1,1,1,196,208,171,147,-,267,168,216,290,169
TM2,2000s,TX,1,1,0,0,0,1,1,1,0,199,-,164,147,197,267,174,200,290,167
ZN57,1990s,AR,3,1,0,0,1,1,1,1,0,196,216,174,147,175,269,168,216,282,167
ZN61,1990s,AR,2,1,0,0,1,1,1,1,1,199,-,186,149,181,261,201,212,284,167
